id,imageid,instancetype,iaminstanceprofile,launchtime,launchtimeunix,monitoringstate,state,availabilityzone,tenancy,architecture,ebsoptimized,bootmode,instancelifecycle,hibernationoptions
i-993ef549bf1d4657,ami-de3b3848,r4.large,arn:aws:iam::266480780430:instance-profile/0b710317,2024-01-08T01:31:00Z,1629390654,enabled,running,eu-north-1a,host,x86_64,True,legacy-bios,,True
i-a7dd4ee1b36b4bc1,ami-65335991,t2.micro,arn:aws:iam::266480780430:instance-profile/7be48ecf,2024-04-22T12:09:00Z,1668334841,disabled,running,eu-north-1b,host,x86_64,True,legacy-bios,,False
i-7267ba7ce6984bc9,ami-9aadd0ed,r4.large,arn:aws:iam::266480780430:instance-profile/dff3748e,2024-05-19T02:54:00Z,1605296815,pending,running,eu-north-1b,dedicated,x86_64,False,uefi,,True
i-1e85a8bccec84872,ami-73965568,t2.micro,arn:aws:iam::266480780430:instance-profile/1231389f,2024-01-24T22:15:00Z,1602961386,disabled,stopped,eu-north-1a,host,arm64,True,legacy-bios,,True
i-690a820a79334a39,ami-3ebb0df8,r4.large,arn:aws:iam::266480780430:instance-profile/74b69626,2024-09-17T00:27:00Z,1670266917,disabling,terminated,eu-north-1b,dedicated,x86_64,False,uefi,spot,False
i-f50f47aeb3c94807,ami-2cb2207d,c4.large,arn:aws:iam::266480780430:instance-profile/f9c8aad3,2024-10-03T23:12:00Z,1605030143,pending,running,eu-north-1a,dedicated,arm64,True,uefi,,False
i-2aa6e922680a4da3,ami-c7c856eb,t2.micro,arn:aws:iam::266480780430:instance-profile/a182d1fc,2024-07-12T08:41:00Z,1627132037,disabling,running,eu-north-1b,default,arm64,False,uefi,scheduled,False
i-4af559732a0f4843,ami-5adbc6e8,r4.large,arn:aws:iam::266480780430:instance-profile/73bc58e4,2024-08-26T20:01:00Z,1660416638,disabling,running,eu-north-1a,default,x86_64,True,uefi,,True
i-15729259dae04a72,ami-a3bb4842,c4.large,arn:aws:iam::266480780430:instance-profile/2eed576c,2024-03-13T20:22:00Z,1615013729,pending,terminated,eu-north-1a,default,arm64,False,legacy-bios,spot,True
i-6f6482ff5bc94ec0,ami-145912b7,t2.micro,arn:aws:iam::266480780430:instance-profile/805e8f08,2024-08-14T05:11:00Z,1614533087,enabled,terminated,eu-north-1a,default,x86_64,False,uefi,spot,True
i-9c15486c0c844966,ami-91e4386c,m5.large,arn:aws:iam::266480780430:instance-profile/95abc908,2024-01-13T19:25:00Z,1654719393,disabling,stopped,eu-north-1b,dedicated,x86_64,True,uefi,,False
i-d705acd04ea34c6d,ami-f13cd7cc,c4.large,arn:aws:iam::266480780430:instance-profile/89036d01,2024-11-20T04:30:00Z,1627155754,pending,terminated,eu-north-1a,host,x86_64,True,legacy-bios,,False
i-a1ab5e6b3a6c48ca,ami-ee752be0,t2.micro,arn:aws:iam::266480780430:instance-profile/6c6ad93a,2024-01-08T15:15:00Z,1682268634,pending,terminated,eu-north-1a,dedicated,arm64,False,legacy-bios,,False
i-bef4225e7aac4aec,ami-ede6e4f9,r4.large,arn:aws:iam::266480780430:instance-profile/035343aa,2024-02-03T17:31:00Z,1684620016,enabled,running,eu-north-1a,dedicated,x86_64,True,uefi,,False
i-9a7aef2331c646d1,ami-b2bb4ba9,m5.large,arn:aws:iam::266480780430:instance-profile/0ca4887a,2024-12-11T01:06:00Z,1652839979,enabled,stopped,eu-north-1b,dedicated,x86_64,True,uefi,,True
i-6bd19430f80f4d05,ami-ad1cf125,c4.large,arn:aws:iam::266480780430:instance-profile/be2228fe,2024-11-17T00:30:00Z,1606741208,enabled,terminated,eu-north-1a,dedicated,arm64,True,uefi,spot,False
i-23142d97230d4b50,ami-bbe113ac,r4.large,arn:aws:iam::266480780430:instance-profile/4f0106b7,2024-07-13T15:04:00Z,1616212171,enabled,running,eu-north-1a,dedicated,arm64,True,legacy-bios,spot,False
i-87e242b748fc45f6,ami-56deddc8,c4.large,arn:aws:iam::266480780430:instance-profile/0a792944,2024-01-01T20:43:00Z,1631792807,enabled,stopped,eu-north-1b,host,arm64,True,legacy-bios,scheduled,True
i-5ba048a4ae4c4a1b,ami-b29927a7,m5.large,arn:aws:iam::266480780430:instance-profile/4fb95213,2024-09-19T06:40:00Z,1612882943,disabled,running,eu-north-1a,default,arm64,True,legacy-bios,spot,False
i-a448e16a12f14599,ami-5e026ce2,m5.large,arn:aws:iam::266480780430:instance-profile/a2228260,2024-10-06T11:09:00Z,1606877228,pending,stopped,eu-north-1a,dedicated,x86_64,False,uefi,spot,True
i-2dd22b7950bc4772,ami-ab7c0029,t2.micro,arn:aws:iam::266480780430:instance-profile/8f405a36,2024-09-21T11:43:00Z,1619519617,enabled,running,eu-north-1a,default,arm64,True,legacy-bios,spot,True
i-762a13bd613e45ad,ami-fad9d052,r4.large,arn:aws:iam::266480780430:instance-profile/93dd4566,2024-09-06T12:16:00Z,1667948375,disabled,running,eu-north-1b,default,arm64,True,uefi,spot,True
i-63f70104197b4ace,ami-0a726b08,t2.micro,arn:aws:iam::266480780430:instance-profile/7b303dee,2024-12-28T07:58:00Z,1611326736,pending,stopped,eu-north-1b,dedicated,x86_64,True,legacy-bios,,True
i-5c30c12febc24461,ami-748adc83,t2.micro,arn:aws:iam::266480780430:instance-profile/b0afbc80,2024-01-18T05:57:00Z,1634386838,enabled,running,eu-north-1b,dedicated,arm64,False,legacy-bios,,False
i-c7303e83acda4fc1,ami-619f1ac8,t2.micro,arn:aws:iam::266480780430:instance-profile/ac7aa33b,2024-10-14T00:41:00Z,1633898701,pending,running,eu-north-1b,dedicated,x86_64,False,uefi,,False
i-7d1c5d031c8e4cc0,ami-140b0ede,m5.large,arn:aws:iam::266480780430:instance-profile/eb8653bc,2024-04-03T23:55:00Z,1629633995,disabling,terminated,eu-north-1a,host,x86_64,False,legacy-bios,,False
i-d0563448a89e4d48,ami-4b7bbf49,r4.large,arn:aws:iam::266480780430:instance-profile/1f9eba3e,2024-10-10T02:28:00Z,1691719315,enabled,running,eu-north-1b,default,arm64,True,legacy-bios,scheduled,False
i-cf31d8dac76649c1,ami-38d43d6e,t2.micro,arn:aws:iam::266480780430:instance-profile/2d631201,2024-04-21T13:54:00Z,1685287972,pending,running,eu-north-1a,default,x86_64,False,uefi,scheduled,False
i-d9e7a250cd2040d4,ami-753948ff,t2.micro,arn:aws:iam::266480780430:instance-profile/48e485dc,2024-05-13T04:25:00Z,1639329018,disabled,running,eu-north-1b,default,arm64,True,legacy-bios,spot,True
i-773c4d2bd349413b,ami-73ddbd3d,c4.large,arn:aws:iam::266480780430:instance-profile/4fe178df,2024-09-12T12:27:00Z,1651812036,disabling,running,eu-north-1b,host,arm64,False,uefi,spot,True
i-594b7d193085422d,ami-86d4e9ce,t2.micro,arn:aws:iam::266480780430:instance-profile/9eb2b00f,2024-09-03T14:04:00Z,1674082445,disabled,stopped,eu-north-1b,host,arm64,False,legacy-bios,spot,False
i-cdd003ff561f4aec,ami-f71cebca,r4.large,arn:aws:iam::266480780430:instance-profile/aabe2103,2024-01-03T07:40:00Z,1692898372,enabled,stopped,eu-north-1a,dedicated,arm64,False,legacy-bios,spot,False
i-680b8ef3c1a74491,ami-27111452,c4.large,arn:aws:iam::266480780430:instance-profile/762692e3,2024-12-05T00:02:00Z,1648835096,disabling,stopped,eu-north-1a,dedicated,arm64,False,uefi,spot,False
i-4d6b595269e64ef0,ami-1c09ea42,t2.micro,arn:aws:iam::266480780430:instance-profile/c08648aa,2024-01-16T08:33:00Z,1602512017,disabling,stopped,eu-north-1b,dedicated,arm64,False,uefi,spot,False
i-2b293c9abb12458e,ami-b2c99dde,t2.micro,arn:aws:iam::266480780430:instance-profile/c32b39e9,2024-02-24T01:12:00Z,1605338336,enabled,running,eu-north-1b,dedicated,x86_64,True,uefi,,True
i-fd8bcd7937d94b53,ami-9750170a,m5.large,arn:aws:iam::266480780430:instance-profile/6d9d571c,2024-11-08T15:02:00Z,1634689824,disabling,terminated,eu-north-1b,host,x86_64,False,uefi,scheduled,False
i-8a4ab7ef35614e73,ami-8ea573c7,c4.large,arn:aws:iam::266480780430:instance-profile/28036e82,2024-04-03T06:31:00Z,1603946266,disabling,running,eu-north-1a,default,x86_64,True,uefi,spot,False
i-7d0c26cb264b40bd,ami-0fc3394e,r4.large,arn:aws:iam::266480780430:instance-profile/86e8c9cd,2024-04-08T05:55:00Z,1682765247,enabled,stopped,eu-north-1a,host,arm64,False,legacy-bios,spot,True
i-ec4a935751274bec,ami-3597143f,m5.large,arn:aws:iam::266480780430:instance-profile/ca176b68,2024-11-15T00:24:00Z,1623688939,disabled,terminated,eu-north-1b,dedicated,arm64,False,uefi,spot,True
i-0f05673054a24b7e,ami-aa8d6054,c4.large,arn:aws:iam::266480780430:instance-profile/b3a8252d,2024-05-02T08:42:00Z,1651524744,enabled,running,eu-north-1a,host,arm64,False,legacy-bios,scheduled,True
i-00d3655e6d2b4fee,ami-c3f33f95,c4.large,arn:aws:iam::266480780430:instance-profile/11d1e00d,2024-11-21T00:14:00Z,1640923814,enabled,running,eu-north-1b,default,x86_64,True,legacy-bios,,False
i-7180165ccf3546a8,ami-7fa0add0,c4.large,arn:aws:iam::266480780430:instance-profile/7cbab463,2024-10-09T01:02:00Z,1608570867,disabling,running,eu-north-1a,host,x86_64,True,uefi,spot,False
i-ec057d3b44b84925,ami-f1b4fa78,r4.large,arn:aws:iam::266480780430:instance-profile/0476f2af,2024-09-05T02:58:00Z,1647465572,disabled,terminated,eu-north-1b,default,arm64,True,legacy-bios,spot,False
i-e19c0532d1bd45c8,ami-535c5130,r4.large,arn:aws:iam::266480780430:instance-profile/3dbe70aa,2024-03-24T13:14:00Z,1651971792,enabled,running,eu-north-1b,dedicated,x86_64,False,legacy-bios,spot,False
i-80ca1e623d1f4999,ami-ce6b139a,c4.large,arn:aws:iam::266480780430:instance-profile/3e387688,2024-05-22T19:59:00Z,1621079041,enabled,terminated,eu-north-1b,host,arm64,False,uefi,spot,True
i-763bccfab7614947,ami-d5ee7d07,t2.micro,arn:aws:iam::266480780430:instance-profile/3e4a0f95,2024-05-01T07:51:00Z,1693133718,pending,stopped,eu-north-1a,dedicated,x86_64,True,uefi,scheduled,True
i-6548b4023c1e4e9b,ami-e069503e,m5.large,arn:aws:iam::266480780430:instance-profile/fc15a64a,2024-02-07T08:35:00Z,1613118312,disabling,running,eu-north-1a,dedicated,arm64,True,legacy-bios,scheduled,True
i-692b56238b6343f2,ami-b94a4a50,r4.large,arn:aws:iam::266480780430:instance-profile/d6d2cdb0,2024-11-09T04:48:00Z,1647355043,enabled,stopped,eu-north-1b,host,x86_64,False,uefi,spot,False
i-78bc545d44e44a71,ami-7b7c2f9c,m5.large,arn:aws:iam::266480780430:instance-profile/28ed3dcf,2024-10-16T23:00:00Z,1679757795,enabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,scheduled,True
i-43fc27e5515a4589,ami-0f78135a,c4.large,arn:aws:iam::266480780430:instance-profile/6e235cc6,2024-03-27T12:00:00Z,1699045836,pending,stopped,eu-north-1b,dedicated,x86_64,True,legacy-bios,spot,True
i-97a1632c1d2748a0,ami-00ca3dcf,m5.large,arn:aws:iam::266480780430:instance-profile/3c5c2cd0,2024-08-11T14:36:00Z,1670274341,pending,terminated,eu-north-1b,default,arm64,False,uefi,,False
i-f35c240bb0b94d92,ami-873adc46,m5.large,arn:aws:iam::266480780430:instance-profile/17a0041e,2024-07-24T19:11:00Z,1602095054,enabled,stopped,eu-north-1b,dedicated,arm64,True,legacy-bios,,True
i-4ba0e1f4b5584f92,ami-540538dc,c4.large,arn:aws:iam::266480780430:instance-profile/2b7e545e,2024-02-14T21:46:00Z,1640912345,enabled,terminated,eu-north-1b,default,x86_64,True,uefi,scheduled,True
i-1783ccc1ced24b45,ami-926c317b,r4.large,arn:aws:iam::266480780430:instance-profile/44ab13f1,2024-02-18T14:52:00Z,1673362547,disabling,running,eu-north-1a,dedicated,x86_64,False,legacy-bios,spot,False
i-01aa101d5f1b4708,ami-24c705c9,t2.micro,arn:aws:iam::266480780430:instance-profile/aca4f66e,2024-09-12T07:47:00Z,1671520674,disabled,terminated,eu-north-1a,dedicated,x86_64,False,uefi,,True
i-0f7fe3e4b17e4fea,ami-8c88fdbc,t2.micro,arn:aws:iam::266480780430:instance-profile/d008846b,2024-06-11T15:42:00Z,1608897062,enabled,terminated,eu-north-1b,default,x86_64,True,uefi,scheduled,False
i-5f92a35612314805,ami-30792117,t2.micro,arn:aws:iam::266480780430:instance-profile/abbdb1c4,2024-04-03T08:41:00Z,1666168402,disabled,running,eu-north-1b,default,arm64,True,uefi,spot,False
i-7cecf67467b34c2d,ami-b19d7505,r4.large,arn:aws:iam::266480780430:instance-profile/745e605f,2024-10-23T14:53:00Z,1650491549,pending,terminated,eu-north-1b,default,arm64,False,uefi,spot,False
i-241a4c7d2212424f,ami-bbc17ae7,c4.large,arn:aws:iam::266480780430:instance-profile/00bcba6f,2024-11-15T08:44:00Z,1667506431,enabled,stopped,eu-north-1a,default,x86_64,True,legacy-bios,spot,True
i-a9fce60113824f9f,ami-f7e02929,t2.micro,arn:aws:iam::266480780430:instance-profile/a657fa91,2024-11-28T15:25:00Z,1664250303,enabled,running,eu-north-1a,default,arm64,True,legacy-bios,spot,True
i-2e475070252b41a4,ami-ed2d2582,m5.large,arn:aws:iam::266480780430:instance-profile/f99bd3c7,2024-06-01T20:31:00Z,1637946753,enabled,stopped,eu-north-1b,default,x86_64,False,legacy-bios,spot,False
i-864cceaa182e4590,ami-ca098c19,m5.large,arn:aws:iam::266480780430:instance-profile/68e25f4c,2024-12-04T13:32:00Z,1688149409,disabling,running,eu-north-1b,default,x86_64,False,legacy-bios,spot,True
i-657501ecb89948f7,ami-18cafd9a,r4.large,arn:aws:iam::266480780430:instance-profile/2901a916,2024-10-21T20:19:00Z,1601024242,enabled,terminated,eu-north-1b,dedicated,x86_64,True,uefi,scheduled,False
i-6cd05e8507a24d44,ami-15b0dc7f,r4.large,arn:aws:iam::266480780430:instance-profile/42eddfb1,2024-06-21T22:30:00Z,1679467340,disabling,running,eu-north-1b,host,x86_64,False,legacy-bios,scheduled,False
i-c2aae870161a4839,ami-fb54260a,m5.large,arn:aws:iam::266480780430:instance-profile/2467db6f,2024-03-21T19:23:00Z,1639177590,disabled,terminated,eu-north-1b,default,x86_64,False,uefi,,False
i-c01558eda4ce486c,ami-1b923138,c4.large,arn:aws:iam::266480780430:instance-profile/14488e96,2024-09-19T12:11:00Z,1624745119,enabled,running,eu-north-1a,default,arm64,False,uefi,,False
i-d044a9f57b964cbc,ami-dddd02a9,m5.large,arn:aws:iam::266480780430:instance-profile/a04d9b32,2024-10-08T02:48:00Z,1635099782,disabling,running,eu-north-1b,dedicated,x86_64,False,legacy-bios,spot,True
i-19a8becbde7347cf,ami-cb6dc360,m5.large,arn:aws:iam::266480780430:instance-profile/f57b0dd9,2024-10-03T09:03:00Z,1625530784,enabled,running,eu-north-1a,default,arm64,False,uefi,spot,True
i-210f69c53f3b4f75,ami-5c3b365c,t2.micro,arn:aws:iam::266480780430:instance-profile/597ffa9f,2024-12-08T09:38:00Z,1672637029,disabling,terminated,eu-north-1b,default,arm64,False,uefi,spot,False
i-96dcb1fd471d4764,ami-e9b73709,r4.large,arn:aws:iam::266480780430:instance-profile/20c1f47c,2024-01-07T21:30:00Z,1699036443,disabled,running,eu-north-1a,host,arm64,False,uefi,spot,False
i-06b24d74597743c5,ami-4d4bcb4b,m5.large,arn:aws:iam::266480780430:instance-profile/43eaa396,2024-03-26T08:49:00Z,1690653507,disabled,stopped,eu-north-1b,host,x86_64,True,uefi,scheduled,True
i-26a8fe9699ec4312,ami-dd9deb0a,c4.large,arn:aws:iam::266480780430:instance-profile/bdf92922,2024-05-26T06:06:00Z,1625426831,enabled,stopped,eu-north-1b,dedicated,arm64,False,uefi,scheduled,True
i-9e00fa330d354523,ami-3c6f194b,c4.large,arn:aws:iam::266480780430:instance-profile/a8a917dd,2024-03-02T10:28:00Z,1600818101,pending,running,eu-north-1b,default,x86_64,True,legacy-bios,,True
i-1461d45768df48b5,ami-bac98998,t2.micro,arn:aws:iam::266480780430:instance-profile/dbafff38,2024-12-04T04:35:00Z,1609398301,disabling,stopped,eu-north-1b,default,x86_64,False,uefi,spot,False
i-5a287185fd7146f4,ami-14ba9993,r4.large,arn:aws:iam::266480780430:instance-profile/ef0721b2,2024-04-02T17:23:00Z,1696377397,disabling,running,eu-north-1b,default,arm64,True,legacy-bios,scheduled,False
i-a6bf18b78d004886,ami-a771db6d,m5.large,arn:aws:iam::266480780430:instance-profile/c417a6a4,2024-05-26T07:58:00Z,1604890005,enabled,terminated,eu-north-1b,default,arm64,False,legacy-bios,scheduled,False
i-7b180e393ec240c2,ami-682ed4fd,t2.micro,arn:aws:iam::266480780430:instance-profile/ba521c5f,2024-11-22T14:03:00Z,1665075096,enabled,terminated,eu-north-1a,dedicated,x86_64,True,uefi,spot,True
i-c6455a9d76a54950,ami-f2a10993,r4.large,arn:aws:iam::266480780430:instance-profile/b6afb17b,2024-02-01T12:40:00Z,1642063662,disabled,terminated,eu-north-1b,dedicated,x86_64,True,uefi,scheduled,False
i-2b122cc8aec34289,ami-4c87948c,r4.large,arn:aws:iam::266480780430:instance-profile/c9945967,2024-06-28T04:26:00Z,1633840998,disabling,stopped,eu-north-1a,default,arm64,False,uefi,,True
i-c718831ef23542f8,ami-18e4a320,t2.micro,arn:aws:iam::266480780430:instance-profile/c5910ceb,2024-10-18T22:02:00Z,1621965933,disabling,terminated,eu-north-1b,dedicated,arm64,False,legacy-bios,scheduled,True
i-5874bdca26d74da1,ami-c1accc1d,c4.large,arn:aws:iam::266480780430:instance-profile/591bfb2b,2024-05-25T10:00:00Z,1678430652,disabling,stopped,eu-north-1b,default,arm64,True,uefi,scheduled,False
i-43d7bcce8dc94658,ami-4fb867f6,r4.large,arn:aws:iam::266480780430:instance-profile/4e4ed3f6,2024-01-22T01:22:00Z,1636956479,disabling,running,eu-north-1a,default,x86_64,True,uefi,spot,True
i-817a5dce448047a4,ami-684b2647,t2.micro,arn:aws:iam::266480780430:instance-profile/180ff680,2024-03-27T02:36:00Z,1639113153,disabled,stopped,eu-north-1a,dedicated,x86_64,False,uefi,scheduled,False
i-e9010e3c11984a0c,ami-ab2987ec,m5.large,arn:aws:iam::266480780430:instance-profile/3f8e158c,2024-12-15T11:38:00Z,1610576558,pending,running,eu-north-1b,default,x86_64,False,uefi,scheduled,True
i-7e219adeb02c42e3,ami-f8c642b7,t2.micro,arn:aws:iam::266480780430:instance-profile/745a51cf,2024-01-15T22:49:00Z,1639984881,pending,stopped,eu-north-1b,dedicated,x86_64,False,uefi,spot,True
i-b8948416ed964b87,ami-907d670e,c4.large,arn:aws:iam::266480780430:instance-profile/1e45da22,2024-02-12T22:55:00Z,1690569218,pending,terminated,eu-north-1b,default,arm64,True,uefi,spot,False
i-1869ced11727440e,ami-627d80f4,c4.large,arn:aws:iam::266480780430:instance-profile/aa614928,2024-09-28T09:11:00Z,1602917786,disabled,terminated,eu-north-1a,host,x86_64,False,uefi,scheduled,True
i-690afb39542346c3,ami-e1384d9a,r4.large,arn:aws:iam::266480780430:instance-profile/950d4eb8,2024-03-17T13:57:00Z,1689204119,pending,terminated,eu-north-1b,host,arm64,True,uefi,spot,False
i-cd134ee9e19e46f6,ami-47a18b34,c4.large,arn:aws:iam::266480780430:instance-profile/37f320b8,2024-05-11T00:50:00Z,1695208827,disabling,stopped,eu-north-1b,host,x86_64,False,uefi,spot,False
i-0339b1d1a820459c,ami-eaa40c68,c4.large,arn:aws:iam::266480780430:instance-profile/cbea1d72,2024-08-06T12:59:00Z,1670283141,pending,terminated,eu-north-1b,dedicated,x86_64,True,uefi,spot,False
i-f330630f54a04b94,ami-47654bc0,c4.large,arn:aws:iam::266480780430:instance-profile/652d0e8e,2024-05-05T05:28:00Z,1674978578,enabled,terminated,eu-north-1a,default,x86_64,True,legacy-bios,scheduled,False
i-0d82fd00b42d42de,ami-14c58587,m5.large,arn:aws:iam::266480780430:instance-profile/ccc4fc6b,2024-07-12T13:39:00Z,1625457136,enabled,running,eu-north-1b,dedicated,x86_64,True,uefi,scheduled,True
i-af37dfbf375548c6,ami-628942d1,c4.large,arn:aws:iam::266480780430:instance-profile/0ab893ae,2024-12-26T22:41:00Z,1644891171,disabled,running,eu-north-1a,dedicated,arm64,False,uefi,spot,True
i-5051202fc5f54dec,ami-1546e9b8,t2.micro,arn:aws:iam::266480780430:instance-profile/b65fad7c,2024-03-26T16:44:00Z,1661811329,pending,terminated,eu-north-1a,dedicated,x86_64,True,legacy-bios,scheduled,False
i-bcca13e3bff04613,ami-de38b5b0,m5.large,arn:aws:iam::266480780430:instance-profile/19b8e705,2024-08-22T16:08:00Z,1661592653,pending,stopped,eu-north-1b,host,x86_64,False,uefi,scheduled,False
i-01f93a7966194fda,ami-a28d18f9,r4.large,arn:aws:iam::266480780430:instance-profile/7c368ad9,2024-08-26T10:00:00Z,1634980872,disabled,terminated,eu-north-1b,dedicated,x86_64,False,uefi,spot,False
i-f57a45b7c0294046,ami-6cbf19d8,r4.large,arn:aws:iam::266480780430:instance-profile/9c893a5e,2024-03-23T11:15:00Z,1614146805,disabling,terminated,eu-north-1b,host,arm64,True,legacy-bios,spot,False
i-6b6f7cb01ed14734,ami-cf1b1bab,r4.large,arn:aws:iam::266480780430:instance-profile/833fdcae,2024-06-27T11:03:00Z,1689992471,enabled,running,eu-north-1b,dedicated,arm64,False,uefi,,False
i-e865c131bf344caf,ami-6b09009b,r4.large,arn:aws:iam::266480780430:instance-profile/d91c4bae,2024-10-20T19:32:00Z,1693851089,enabled,terminated,eu-north-1b,host,x86_64,True,uefi,spot,False
i-760189f803f941ed,ami-5820168a,t2.micro,arn:aws:iam::266480780430:instance-profile/0e4fd0dc,2024-01-09T10:45:00Z,1605902610,pending,terminated,eu-north-1a,default,x86_64,False,legacy-bios,spot,False
i-b11064cb424c462a,ami-789edff4,r4.large,arn:aws:iam::266480780430:instance-profile/041044cf,2024-10-13T01:50:00Z,1622697463,disabling,terminated,eu-north-1a,dedicated,arm64,True,legacy-bios,,False
i-7c75f9df15704d0f,ami-48e91bb7,t2.micro,arn:aws:iam::266480780430:instance-profile/28ed38eb,2024-02-06T05:21:00Z,1682148847,disabled,running,eu-north-1b,host,arm64,False,legacy-bios,spot,True
i-c8620111fafb4d8b,ami-7da07b94,m5.large,arn:aws:iam::266480780430:instance-profile/46165c7f,2024-12-11T22:26:00Z,1601072783,pending,stopped,eu-north-1a,default,x86_64,True,uefi,spot,False
i-70ccf3a46cbd4092,ami-b02e48b0,r4.large,arn:aws:iam::266480780430:instance-profile/d5bfefe2,2024-06-18T20:41:00Z,1633166725,pending,stopped,eu-north-1a,host,x86_64,False,legacy-bios,scheduled,False
i-4aa1911cbb614e55,ami-8bfa3b35,r4.large,arn:aws:iam::266480780430:instance-profile/0900802a,2024-10-08T04:19:00Z,1677489078,disabled,terminated,eu-north-1a,dedicated,x86_64,True,legacy-bios,,True
